,Platform,Genre,Publisher,Rating,Year_of_Release,Critic_Score,BINARY_Hits
590,PS2,Fighting,THQ,T,2006.0,80.0,1.0
591,X360,Action,Over 50 Under 150 Publisher,E10+,2007.0,80.0,1.0
593,PS2,Sports,Electronic Arts,E,2007.0,78.0,1.0
594,PSP,Role-Playing,Capcom,T,2007.0,72.0,1.0
597,GC,Platform,Sega,E,2001.0,73.0,1.0
600,PS3,Sports,Electronic Arts,E,2012.0,83.0,1.0
601,X360,Role-Playing,Electronic Arts,M,2009.0,86.0,1.0
602,GC,Role-Playing,Nintendo,E,2003.0,73.0,1.0
603,PSP,Platform,Sony Computer Entertainment,E10+,2009.0,87.0,1.0
604,X360,Sports,Electronic Arts,E,2008.0,83.0,1.0
605,PS2,Racing,Over 50 Under 150 Publisher,T,2001.0,80.0,1.0
606,DS,Misc,Nintendo,E,2010.0,75.0,1.0
607,X360,Sports,Take-Two Interactive,E,2013.0,87.0,1.0
609,Wii,Action,Activision,E10+,2012.0,78.0,1.0
611,Wii,Sports,Konami Digital Entertainment,E,2008.0,50.0,1.0
614,X360,Role-Playing,Activision,T,2006.0,82.0,1.0
616,PS2,Fighting,Over 50 Under 150 Publisher,M,2002.0,79.0,1.0
617,Wii,Misc,Over 50 Under 150 Publisher,E,2007.0,25.0,1.0
618,PS4,Action,Sony Computer Entertainment,M,2015.0,92.0,1.0
620,GC,Misc,Nintendo,E,2002.0,70.0,1.0
621,X360,Racing,Over 50 Under 150 Publisher,E,2008.0,85.0,1.0
622,PS3,Sports,Take-Two Interactive,E,2012.0,90.0,1.0
623,PS3,Action,THQ,M,2011.0,82.0,1.0
624,PS3,Shooter,Sony Computer Entertainment,M,2008.0,87.0,1.0
625,PS4,Sports,Take-Two Interactive,E,2014.0,83.0,1.0
627,PS,Role-Playing,Under 50 Games Publisher,T,1997.0,83.0,1.0
628,PS3,Racing,Take-Two Interactive,T,2008.0,82.0,1.0
630,PS2,Simulation,Electronic Arts,T,2003.0,81.0,1.0
631,PC,Adventure,Under 5 Games Publisher,E,1997.0,83.0,1.0
632,Wii,Action,Over 50 Under 150 Publisher,E10+,2010.0,79.0,1.0
634,XOne,Shooter,Activision,M,2016.0,78.0,1.0
635,XOne,Sports,Electronic Arts,E,2015.0,84.0,1.0
638,X360,Shooter,Ubisoft,M,2008.0,82.0,1.0
639,Wii,Misc,THQ,E,2010.0,71.0,1.0
641,PSP,Racing,Electronic Arts,E10+,2006.0,73.0,1.0
642,PS2,Fighting,Atari,T,2003.0,66.0,1.0
643,PS3,Sports,Konami Digital Entertainment,E,2010.0,77.0,1.0
644,PS2,Racing,Sony Computer Entertainment,E,2001.0,82.0,1.0
646,PS2,Racing,Electronic Arts,E10+,2007.0,62.0,1.0
647,X360,Shooter,Over 50 Under 150 Publisher,M,2011.0,82.0,1.0
652,PS2,Misc,Under 5 Games Publisher,T,2005.0,91.0,1.0
653,PS3,Sports,Electronic Arts,E,2010.0,83.0,1.0
656,X360,Action,Over 50 Under 150 Publisher,M,2011.0,71.0,1.0
657,PC,Shooter,Over 50 Under 150 Publisher,M,2004.0,96.0,1.0
658,PS2,Action,THQ,T,2004.0,62.0,1.0
659,X360,Sports,Electronic Arts,E,2007.0,85.0,1.0
660,PS2,Sports,Activision,T,2004.0,83.0,1.0
661,X360,Sports,Over 50 Under 150 Publisher,E,2010.0,42.0,1.0
662,PS3,Sports,Electronic Arts,E,2009.0,85.0,1.0
664,X360,Racing,Take-Two Interactive,T,2008.0,81.0,1.0
667,X360,Misc,Over 50 Under 150 Publisher,E10+,2011.0,73.0,1.0
668,PS2,Fighting,THQ,T,2007.0,71.0,1.0
669,3DS,Action,Nintendo,E10+,2015.0,89.0,1.0
670,PS2,Action,Capcom,M,2001.0,84.0,1.0
671,XOne,Sports,Take-Two Interactive,E10+,2015.0,86.0,1.0
672,X360,Sports,Over 50 Under 150 Publisher,E,2011.0,66.0,1.0
676,PS2,Shooter,Electronic Arts,T,2004.0,84.0,1.0
677,PS,Racing,Electronic Arts,E,1999.0,86.0,1.0
679,PC,Action,Under 5 Games Publisher,T,2012.0,90.0,1.0
681,3DS,Role-Playing,Nintendo,E,2012.0,75.0,1.0
683,PS3,Action,Over 50 Under 150 Publisher,T,2013.0,76.0,1.0
686,PS3,Action,Over 50 Under 150 Publisher,E10+,2007.0,80.0,1.0
687,XB,Racing,Electronic Arts,E,2004.0,77.0,1.0
688,PS3,Sports,Konami Digital Entertainment,E,2009.0,78.0,1.0
690,PS2,Sports,Electronic Arts,E,2008.0,82.0,1.0
691,DS,Action,Over 50 Under 150 Publisher,E10+,2010.0,72.0,1.0
692,X360,Simulation,Electronic Arts,T,2010.0,76.0,1.0
693,DS,Role-Playing,Nintendo,E,2008.0,68.0,1.0
695,PS3,Action,Over 50 Under 150 Publisher,M,2011.0,71.0,1.0
696,GBA,Platform,Nintendo,E,2002.0,81.0,1.0
697,GBA,Platform,Nintendo,E,2001.0,88.0,1.0
698,PS3,Misc,Sega,E10+,2009.0,80.0,1.0
699,PS4,Action,Ubisoft,M,2016.0,76.0,1.0
700,XOne,Shooter,Electronic Arts,M,2016.0,87.0,1.0
701,PS2,Adventure,Capcom,M,2002.0,84.0,1.0
703,GC,Role-Playing,Nintendo,E,2004.0,87.0,1.0
704,PS3,Sports,Electronic Arts,E,2011.0,79.0,1.0
705,PS3,Action,Sony Computer Entertainment,M,2013.0,80.0,1.0
706,PS3,Misc,Activision,T,2007.0,83.0,1.0
707,GBA,Platform,Sega,E,2001.0,87.0,1.0
708,Wii,Misc,Sega,E,2006.0,74.0,1.0
710,WiiU,Platform,Nintendo,E,2013.0,77.0,1.0
712,GBA,Platform,Over 50 Under 150 Publisher,E,2001.0,74.0,1.0
713,PSP,Fighting,Over 50 Under 150 Publisher,T,2008.0,79.0,1.0
714,X360,Sports,Electronic Arts,E,2013.0,80.0,1.0
717,PS3,Shooter,Take-Two Interactive,M,2012.0,91.0,1.0
718,PS2,Action,Ubisoft,T,2003.0,92.0,1.0
719,Wii,Role-Playing,Nintendo,T,2009.0,84.0,1.0
720,X360,Action,Over 50 Under 150 Publisher,E10+,2013.0,80.0,1.0
723,PS4,Shooter,Ubisoft,M,2015.0,73.0,1.0
724,PS3,Action,Over 50 Under 150 Publisher,T,2008.0,71.0,1.0
727,X360,Misc,Activision,T,2007.0,92.0,1.0
728,XOne,Racing,Over 50 Under 150 Publisher,E,2013.0,79.0,1.0
729,X360,Misc,Electronic Arts,T,2008.0,92.0,1.0
732,X360,Racing,Electronic Arts,E10+,2010.0,88.0,1.0
733,DS,Action,Activision,E,2008.0,80.0,1.0
734,X360,Shooter,Take-Two Interactive,M,2010.0,88.0,1.0
736,XB,Role-Playing,Activision,T,2003.0,94.0,1.0
739,PS4,Sports,Electronic Arts,E,2014.0,81.0,1.0
740,PS3,Action,Konami Digital Entertainment,E,2011.0,80.0,1.0
741,X360,Action,THQ,M,2006.0,81.0,1.0
743,PS2,Racing,THQ,E,2002.0,82.0,1.0
744,XOne,Sports,Electronic Arts,E,2014.0,82.0,1.0
748,XOne,Shooter,Ubisoft,M,2016.0,80.0,1.0
749,X360,Role-Playing,Over 50 Under 150 Publisher,T,2010.0,82.0,1.0
750,PC,Simulation,Electronic Arts,T,2001.0,74.0,1.0
751,DS,Puzzle,Over 50 Under 150 Publisher,E10+,2009.0,79.0,1.0
752,Wii,Platform,Sega,E10+,2008.0,66.0,1.0
754,DS,Role-Playing,Nintendo,E,2006.0,69.0,1.0
757,PS4,Shooter,Activision,T,2016.0,90.0,1.0
758,PS3,Action,Over 50 Under 150 Publisher,M,2012.0,83.0,1.0
764,PSP,Shooter,Activision,T,2007.0,64.0,1.0
765,PS2,Simulation,Konami Digital Entertainment,E,2004.0,77.0,1.0
766,GBA,Role-Playing,Under 50 Games Publisher,E,2003.0,87.0,1.0
767,Wii,Sports,Ubisoft,E,2009.0,62.0,1.0
768,XB,Racing,Over 50 Under 150 Publisher,E,2001.0,85.0,1.0
770,PS3,Sports,Take-Two Interactive,E,2011.0,90.0,1.0
772,PS2,Racing,Electronic Arts,E,2002.0,89.0,1.0
774,PS2,Action,Over 50 Under 150 Publisher,T,2003.0,78.0,1.0
775,PS3,Sports,Take-Two Interactive,E,2013.0,84.0,1.0
776,PS,Role-Playing,Under 50 Games Publisher,M,1998.0,81.0,1.0
777,DS,Puzzle,Nintendo,E,2006.0,84.0,1.0
780,PS4,Shooter,Electronic Arts,M,2015.0,73.0,1.0
781,X360,Fighting,Over 50 Under 150 Publisher,M,2011.0,86.0,1.0
782,PS3,Shooter,Take-Two Interactive,M,2009.0,83.0,1.0
783,PS2,Action,Capcom,M,2005.0,84.0,1.0
785,X360,Action,Take-Two Interactive,E,2010.0,89.0,1.0
787,PS4,Action,Over 50 Under 150 Publisher,M,2015.0,74.0,1.0
789,X360,Action,Capcom,M,2006.0,85.0,1.0
790,PC,Role-Playing,Activision,T,2010.0,90.0,1.0
791,PS2,Puzzle,THQ,E,2002.0,44.0,1.0
792,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2006.0,77.0,1.0
794,GC,Misc,Nintendo,E,2003.0,69.0,1.0
797,X360,Shooter,Under 5 Games Publisher,E10+,2011.0,95.0,1.0
798,Wii,Sports,Nintendo,E,2010.0,64.0,1.0
799,PSP,Racing,Electronic Arts,E10+,2005.0,72.0,1.0
801,DS,Simulation,Electronic Arts,E,2006.0,49.0,1.0
802,Wii,Simulation,Konami Digital Entertainment,E10+,2007.0,73.0,1.0
803,PS4,Racing,Sony Computer Entertainment,E,2014.0,71.0,1.0
805,X360,Fighting,THQ,T,2009.0,83.0,1.0
806,PSP,Action,Konami Digital Entertainment,T,2010.0,89.0,1.0
810,GBA,Action,THQ,E,2004.0,55.0,1.0
812,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2010.0,82.0,1.0
814,PS2,Fighting,Namco Bandai Games,T,2003.0,92.0,1.0
815,X360,Racing,Electronic Arts,E10+,2007.0,72.0,1.0
816,GC,Misc,Under 50 Games Publisher,E,2002.0,75.0,1.0
819,PS3,Racing,Electronic Arts,T,2008.0,59.0,1.0
822,PS2,Shooter,Sony Computer Entertainment,T,2006.0,72.0,1.0
823,PS2,Action,Ubisoft,T,2005.0,82.0,1.0
824,PS3,Racing,Electronic Arts,E10+,2007.0,73.0,1.0
825,GBA,Platform,Nintendo,E,2003.0,78.0,1.0
826,X360,Misc,Over 50 Under 150 Publisher,T,2011.0,86.0,1.0
829,DS,Misc,Take-Two Interactive,E,2008.0,48.0,1.0
830,PS2,Sports,Electronic Arts,E,2003.0,86.0,1.0
831,X360,Shooter,Activision,T,2005.0,89.0,1.0
832,Wii,Misc,Ubisoft,E10+,2008.0,73.0,1.0
833,DS,Role-Playing,Nintendo,E,2005.0,62.0,1.0
834,PS3,Role-Playing,Namco Bandai Games,M,2011.0,89.0,1.0
835,X360,Misc,Ubisoft,E10+,2011.0,70.0,1.0
836,XOne,Shooter,Electronic Arts,M,2013.0,81.0,1.0
837,3DS,Role-Playing,Nintendo,T,2012.0,92.0,1.0
838,PS3,Action,Electronic Arts,T,2011.0,64.0,1.0
840,PS4,Role-Playing,Electronic Arts,M,2014.0,89.0,1.0
842,PS3,Action,Electronic Arts,M,2008.0,88.0,1.0
843,PS3,Fighting,Over 50 Under 150 Publisher,T,2008.0,76.0,1.0
844,DS,Puzzle,Over 50 Under 150 Publisher,E10+,2007.0,71.0,1.0
845,PS,Action,Activision,M,1997.0,87.0,1.0
847,GBA,Action,Electronic Arts,E,2002.0,76.0,1.0
848,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2009.0,75.0,1.0
849,PS3,Sports,Electronic Arts,T,2010.0,80.0,1.0
852,PS4,Racing,Electronic Arts,E10+,2013.0,80.0,1.0
853,PS2,Platform,Under 50 Games Publisher,E,2002.0,56.0,1.0
854,PS2,Action,Capcom,M,2003.0,68.0,1.0
856,PSP,Sports,Sony Computer Entertainment,E10+,2004.0,81.0,1.0
860,X360,Racing,Over 50 Under 150 Publisher,T,2012.0,85.0,1.0
861,X360,Shooter,Ubisoft,M,2006.0,88.0,1.0
862,PS2,Racing,Over 50 Under 150 Publisher,E,2003.0,69.0,1.0
863,X360,Shooter,Capcom,M,2012.0,67.0,1.0
866,PS2,Sports,Electronic Arts,E,2003.0,90.0,1.0
867,PS2,Fighting,Electronic Arts,T,2003.0,80.0,1.0
868,DS,Platform,Nintendo,E,2006.0,71.0,1.0
869,PS3,Racing,Electronic Arts,E10+,2008.0,87.0,1.0
873,PS3,Simulation,Electronic Arts,T,2010.0,78.0,1.0
874,X360,Sports,Electronic Arts,E,2008.0,87.0,1.0
875,PS2,Fighting,Atari,T,2004.0,77.0,1.0
876,Wii,Shooter,Activision,M,2008.0,83.0,1.0
878,PS2,Shooter,Ubisoft,M,2002.0,63.0,1.0
879,X360,Shooter,Take-Two Interactive,M,2013.0,93.0,1.0
880,PS2,Role-Playing,Activision,T,2004.0,79.0,1.0
883,X360,Fighting,Over 50 Under 150 Publisher,T,2008.0,72.0,1.0
884,PS4,Shooter,Activision,T,2015.0,86.0,1.0
888,PS2,Shooter,THQ,M,2001.0,88.0,1.0
889,PC,Simulation,Electronic Arts,T,2003.0,80.0,1.0
890,3DS,Misc,Nintendo,E,2013.0,57.0,1.0
891,PS2,Racing,THQ,E,2004.0,80.0,1.0
893,PS3,Misc,Activision,T,2008.0,84.0,1.0
894,X360,Racing,Electronic Arts,E,2009.0,83.0,1.0
896,PS3,Role-Playing,Activision,M,2013.0,86.0,1.0
897,PS4,Platform,Sony Computer Entertainment,E,2014.0,79.0,1.0
898,GC,Simulation,Over 50 Under 150 Publisher,T,2001.0,90.0,1.0
900,Wii,Sports,Nintendo,E,2008.0,69.0,1.0
902,Wii,Misc,Electronic Arts,E,2008.0,70.0,1.0
903,PS3,Sports,Electronic Arts,E,2008.0,85.0,1.0
904,X360,Action,Over 50 Under 150 Publisher,T,2013.0,74.0,1.0
905,Wii,Misc,Over 50 Under 150 Publisher,E,2008.0,29.0,1.0
907,PS2,Fighting,Over 50 Under 150 Publisher,M,2004.0,81.0,1.0
910,PS4,Sports,Take-Two Interactive,E,2016.0,88.0,1.0
911,Wii,Misc,Over 50 Under 150 Publisher,E,2009.0,49.0,1.0
914,GC,Adventure,Nintendo,T,2002.0,82.0,1.0
916,PS3,Sports,Electronic Arts,E,2013.0,76.0,1.0
917,PS2,Action,THQ,T,2001.0,78.0,1.0
920,XB,Sports,Electronic Arts,E,2005.0,86.0,1.0
921,PS2,Platform,Activision,E,2004.0,71.0,1.0
923,PS,Role-Playing,Sony Computer Entertainment,T,1999.0,74.0,1.0
925,Wii,Action,Over 50 Under 150 Publisher,T,2008.0,71.0,1.0
926,PS2,Sports,Electronic Arts,E,2001.0,70.0,1.0
927,PS4,Action,Over 50 Under 150 Publisher,M,2015.0,73.0,1.0
928,PS,Role-Playing,Under 50 Games Publisher,T,1999.0,94.0,1.0
929,PS2,Platform,Sony Computer Entertainment,T,2004.0,84.0,1.0
930,GBA,Role-Playing,Over 50 Under 150 Publisher,E,2004.0,76.0,1.0
932,PS3,Shooter,Take-Two Interactive,M,2012.0,87.0,1.0
934,PS3,Action,Over 50 Under 150 Publisher,E10+,2013.0,82.0,1.0
935,DS,Action,Over 50 Under 150 Publisher,E,2009.0,80.0,1.0
936,PS2,Sports,Electronic Arts,E,2005.0,87.0,1.0
938,Wii,Misc,Ubisoft,E10+,2007.0,67.0,1.0
941,3DS,Platform,Nintendo,E,2014.0,80.0,1.0
944,DS,Platform,Sega,E,2010.0,70.0,1.0
947,PS3,Action,Sony Computer Entertainment,T,2011.0,83.0,1.0
948,PC,Role-Playing,Activision,T,2012.0,82.0,1.0
950,PS2,Misc,Namco Bandai Games,E,2001.0,72.0,1.0
951,PC,Simulation,Electronic Arts,T,2001.0,85.0,1.0
952,PS3,Role-Playing,Namco Bandai Games,M,2009.0,89.0,1.0
953,X360,Shooter,Electronic Arts,M,2007.0,96.0,1.0
954,PS2,Simulation,Konami Digital Entertainment,E,2003.0,82.0,1.0
956,PS2,Fighting,Sega,T,2002.0,94.0,1.0
957,PS4,Action,Take-Two Interactive,M,2016.0,68.0,1.0
958,PS2,Platform,Sony Computer Entertainment,E,2004.0,88.0,1.0
960,GBA,Platform,Sega,E,2002.0,83.0,1.0
961,X360,Sports,Electronic Arts,E,2006.0,80.0,1.0
963,PS3,Action,Take-Two Interactive,E,2010.0,89.0,1.0
964,XOne,Racing,Over 50 Under 150 Publisher,E,2015.0,87.0,1.0
965,PS4,Action,Over 50 Under 150 Publisher,M,2014.0,75.0,1.0
966,Wii,Shooter,Nintendo,T,2007.0,90.0,1.0
970,PS2,Racing,Take-Two Interactive,T,2003.0,85.0,1.0
972,PS2,Action,Sony Computer Entertainment,M,2004.0,57.0,1.0
973,PS2,Action,Over 50 Under 150 Publisher,M,2005.0,47.0,1.0
976,XB,Fighting,Over 50 Under 150 Publisher,T,2001.0,87.0,1.0
977,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2006.0,75.0,1.0
978,Wii,Action,Over 50 Under 150 Publisher,E10+,2011.0,76.0,1.0
982,PS3,Fighting,THQ,T,2009.0,84.0,1.0
983,PS2,Platform,THQ,E,2004.0,75.0,1.0
984,GBA,Role-Playing,Nintendo,E,2001.0,91.0,1.0
987,PS2,Fighting,Electronic Arts,M,2004.0,83.0,1.0
988,XB,Shooter,Ubisoft,M,2002.0,84.0,1.0
989,PS2,Action,Take-Two Interactive,M,2002.0,71.0,1.0
991,PS2,Simulation,Electronic Arts,T,2004.0,70.0,1.0
992,PS2,Simulation,Activision,T,2001.0,84.0,1.0
994,XB,Shooter,Activision,T,2004.0,80.0,1.0
996,PS4,Sports,Electronic Arts,E,2016.0,82.0,1.0
997,PS3,Action,Over 50 Under 150 Publisher,M,2010.0,83.0,1.0
1002,PS3,Sports,Electronic Arts,E,2007.0,81.0,1.0
1003,X360,Shooter,Over 50 Under 150 Publisher,M,2007.0,83.0,1.0
1004,WiiU,Misc,Nintendo,E,2013.0,65.0,1.0
1005,PS2,Simulation,Konami Digital Entertainment,E10+,2008.0,55.0,1.0
1009,PS2,Role-Playing,Namco Bandai Games,T,2002.0,83.0,1.0
1011,X360,Action,Over 50 Under 150 Publisher,T,2012.0,55.0,1.0
1012,PS3,Role-Playing,Capcom,M,2012.0,78.0,1.0
1015,PS4,Shooter,Sony Computer Entertainment,M,2015.0,63.0,1.0
1016,PS2,Sports,Electronic Arts,E,2001.0,92.0,1.0
1017,PS4,Platform,Under 50 Games Publisher,E10+,2013.0,54.0,1.0
1020,DS,Role-Playing,Nintendo,T,2010.0,78.0,1.0
1021,GBA,Platform,Under 50 Games Publisher,E,2002.0,78.0,1.0
1022,X360,Action,Over 50 Under 150 Publisher,M,2012.0,79.0,1.0
1024,PS4,Racing,Ubisoft,T,2014.0,61.0,1.0
1026,XOne,Sports,Take-Two Interactive,E,2014.0,82.0,1.0
1027,XB,Sports,Electronic Arts,E,2004.0,91.0,1.0
1028,PS2,Role-Playing,Ubisoft,T,2003.0,80.0,1.0
1029,PC,Shooter,Activision,M,2011.0,78.0,1.0
1030,X360,Action,Over 50 Under 150 Publisher,M,2012.0,88.0,1.0
1032,Wii,Misc,Under 50 Games Publisher,T,2009.0,89.0,1.0
1033,PS2,Simulation,Under 50 Games Publisher,T,2004.0,84.0,1.0
1034,XB,Racing,Electronic Arts,E,2003.0,83.0,1.0
1036,GBA,Puzzle,THQ,E,2001.0,65.0,1.0
1039,DS,Misc,Under 5 Games Publisher,E,2007.0,20.0,1.0
1041,PS3,Shooter,Under 5 Games Publisher,E10+,2011.0,95.0,1.0
1043,PS2,Sports,Electronic Arts,E,2006.0,87.0,1.0
1044,PC,Simulation,Electronic Arts,T,2010.0,74.0,1.0
1045,PS4,Action,Under 5 Games Publisher,T,2016.0,71.0,1.0
1048,PS2,Shooter,Sony Computer Entertainment,M,2005.0,82.0,1.0
1049,PS3,Shooter,Take-Two Interactive,M,2013.0,94.0,1.0
1054,GBA,Action,Electronic Arts,E,2001.0,64.0,1.0
1055,GBA,Role-Playing,Under 50 Games Publisher,E,2002.0,53.0,1.0
1057,GC,Action,Capcom,M,2005.0,96.0,1.0
1058,DS,Puzzle,Nintendo,E,2007.0,63.0,1.0
1059,Wii,Puzzle,Over 50 Under 150 Publisher,E,2009.0,37.0,1.0
1060,X360,Racing,Electronic Arts,T,2008.0,64.0,1.0
1063,Wii,Platform,Sega,E,2010.0,78.0,1.0
1064,PS3,Action,THQ,M,2008.0,82.0,1.0
1067,PC,Strategy,Take-Two Interactive,E10+,2010.0,90.0,1.0
1069,PC,Simulation,Electronic Arts,T,2003.0,79.0,1.0
1070,GBA,Action,Nintendo,E,2002.0,92.0,1.0
1071,Wii,Sports,Namco Bandai Games,E,2008.0,67.0,1.0
1072,PSP,Shooter,Over 50 Under 150 Publisher,T,2007.0,73.0,1.0
1073,PS2,Sports,Electronic Arts,E,2003.0,93.0,1.0
1074,PS,Sports,Electronic Arts,E,2000.0,90.0,1.0
1075,XB,Shooter,Activision,T,2005.0,83.0,1.0
1077,PS,Sports,Activision,E,2001.0,87.0,1.0
1080,PS3,Role-Playing,Electronic Arts,M,2009.0,87.0,1.0
1081,PS2,Racing,Over 50 Under 150 Publisher,T,2001.0,84.0,1.0
1082,PS2,Sports,Electronic Arts,E,2003.0,94.0,1.0
1083,PS3,Fighting,Electronic Arts,T,2006.0,83.0,1.0
1084,PC,Strategy,Activision,T,2013.0,86.0,1.0
1085,PS2,Platform,THQ,E,2003.0,71.0,1.0
1086,PS4,Adventure,Under 50 Games Publisher,M,2015.0,79.0,1.0
1087,Wii,Sports,THQ,E,2008.0,44.0,1.0
1089,PS2,Sports,Electronic Arts,E,2000.0,93.0,1.0
1090,Wii,Sports,Ubisoft,E10+,2008.0,78.0,1.0
1091,PS2,Sports,Over 50 Under 150 Publisher,E,2004.0,83.0,1.0
1092,X360,Action,Over 50 Under 150 Publisher,M,2013.0,81.0,1.0
1093,PS2,Sports,Electronic Arts,E,2002.0,83.0,1.0
1094,X360,Action,Over 50 Under 150 Publisher,E10+,2012.0,79.0,1.0
1095,PS2,Fighting,Atari,T,2005.0,72.0,1.0
1096,PS4,Role-Playing,Namco Bandai Games,M,2016.0,89.0,1.0
1098,Wii,Platform,Nintendo,E10+,2011.0,77.0,1.0
1099,GC,Misc,Nintendo,E,2004.0,71.0,1.0
1101,Wii,Action,Over 50 Under 150 Publisher,T,2008.0,56.0,1.0
1102,X360,Racing,Electronic Arts,E10+,2006.0,77.0,1.0
1103,PS3,Action,Sony Computer Entertainment,T,2007.0,79.0,1.0
1105,Wii,Simulation,Electronic Arts,E,2007.0,68.0,1.0
1107,X360,Shooter,Electronic Arts,M,2008.0,72.0,1.0
1111,PS2,Sports,Electronic Arts,E,2002.0,88.0,1.0
1113,PS2,Action,Ubisoft,M,2004.0,83.0,1.0
1114,XOne,Shooter,Ubisoft,M,2014.0,82.0,1.0
1115,XB,Sports,Sega,E,2004.0,92.0,1.0
1116,PS3,Adventure,Sony Computer Entertainment,M,2013.0,70.0,1.0
1117,GC,Strategy,Nintendo,E,2001.0,89.0,1.0
1118,PS2,Sports,Electronic Arts,E,2003.0,89.0,1.0
1120,PS,Platform,Sony Computer Entertainment,E,1999.0,90.0,1.0
1121,PS2,Sports,Electronic Arts,E,2004.0,88.0,1.0
1122,X360,Shooter,Take-Two Interactive,M,2012.0,86.0,1.0
1123,X360,Simulation,Over 50 Under 150 Publisher,E,2006.0,84.0,1.0
1125,X360,Simulation,Over 50 Under 150 Publisher,E,2010.0,74.0,1.0
1126,GC,Racing,Nintendo,E,2003.0,61.0,1.0
1127,PS4,Action,Over 50 Under 150 Publisher,E10+,2013.0,83.0,1.0
1130,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2007.0,80.0,1.0
1131,PS2,Sports,Electronic Arts,E,2004.0,77.0,1.0
1134,GC,Sports,Nintendo,E,2005.0,76.0,1.0
1136,X360,Shooter,Over 50 Under 150 Publisher,M,2011.0,81.0,1.0
1137,DS,Sports,Nintendo,E,2006.0,69.0,1.0
1138,DS,Action,THQ,E,2007.0,64.0,1.0
1142,X360,Action,Over 50 Under 150 Publisher,M,2010.0,81.0,1.0
1143,PS,Action,Konami Digital Entertainment,M,1999.0,86.0,1.0
1144,GC,Platform,Sega,E,2003.0,72.0,1.0
1146,PS2,Sports,Under 50 Games Publisher,E,2004.0,83.0,1.0
1147,PC,Role-Playing,Activision,M,1996.0,94.0,1.0
1148,X360,Action,Ubisoft,M,2008.0,85.0,1.0
1149,GC,Action,Nintendo,T,2006.0,96.0,1.0
1152,PS3,Sports,Konami Digital Entertainment,E,2007.0,74.0,1.0
1154,Wii,Role-Playing,Nintendo,E,2006.0,53.0,1.0
1155,3DS,Action,Over 50 Under 150 Publisher,E10+,2012.0,75.0,1.0
1156,Wii,Simulation,Konami Digital Entertainment,E10+,2008.0,69.0,1.0
1157,X360,Fighting,Ubisoft,T,2008.0,85.0,1.0
1159,PS3,Platform,Sega,E,2011.0,76.0,1.0
1160,GBA,Platform,Over 50 Under 150 Publisher,E,2002.0,76.0,1.0
1161,WiiU,Misc,Nintendo,E,2015.0,66.0,1.0
1162,PS3,Action,Capcom,M,2008.0,84.0,1.0
1163,XOne,Action,Over 50 Under 150 Publisher,M,2013.0,78.0,1.0
1165,PS2,Sports,Electronic Arts,E,2001.0,90.0,1.0
1166,X360,Shooter,Over 50 Under 150 Publisher,M,2013.0,79.0,1.0
1167,XOne,Action,Ubisoft,M,2014.0,78.0,1.0
1168,DS,Misc,Activision,E10+,2008.0,72.0,1.0
1170,XOne,Sports,Electronic Arts,E,2014.0,80.0,1.0
1171,PS2,Shooter,Under 5 Games Publisher,T,2002.0,55.0,1.0
1172,GC,Misc,Nintendo,E,2005.0,64.0,1.0
1173,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2008.0,84.0,1.0
1175,PS2,Racing,Take-Two Interactive,T,2000.0,79.0,1.0
1176,PS2,Fighting,Electronic Arts,T,2006.0,84.0,1.0
1177,X360,Racing,Electronic Arts,T,2012.0,83.0,1.0
1178,Wii,Sports,Take-Two Interactive,E,2008.0,38.0,1.0
1183,DS,Role-Playing,Nintendo,E,2009.0,54.0,1.0
1186,DS,Simulation,Electronic Arts,E,2008.0,58.0,1.0
1187,Wii,Action,Over 50 Under 150 Publisher,E10+,2011.0,73.0,1.0
1188,PS2,Racing,Atari,T,2002.0,71.0,1.0
1189,XB,Shooter,Ubisoft,M,2003.0,86.0,1.0
1190,X360,Action,Over 50 Under 150 Publisher,E10+,2010.0,79.0,1.0
1192,PS,Action,Activision,E,2001.0,74.0,1.0
1193,Wii,Misc,Activision,T,2009.0,89.0,1.0
1195,PS4,Shooter,Over 50 Under 150 Publisher,M,2014.0,79.0,1.0
1196,X360,Action,Take-Two Interactive,M,2010.0,74.0,1.0
1198,PS3,Shooter,Take-Two Interactive,M,2010.0,88.0,1.0
1199,PS2,Role-Playing,Sony Computer Entertainment,T,2000.0,80.0,1.0
1200,PC,Strategy,Activision,T,2003.0,88.0,1.0
1201,Wii,Sports,Atari,E,2008.0,69.0,1.0
1202,X360,Shooter,Ubisoft,T,2006.0,90.0,1.0
1204,PS2,Sports,Electronic Arts,E,2005.0,87.0,1.0
1206,PSV,Shooter,Sony Computer Entertainment,T,2011.0,80.0,1.0
1207,Wii,Misc,Namco Bandai Games,E10+,2011.0,64.0,1.0
1208,PS3,Sports,Konami Digital Entertainment,E,2012.0,82.0,1.0
1211,PS3,Action,Over 50 Under 150 Publisher,M,2012.0,89.0,1.0
1212,GC,Sports,Nintendo,E,2003.0,81.0,1.0
1214,PC,Shooter,Activision,M,2012.0,74.0,1.0
