Name,Platform,Year_of_Release,Genre,Publisher,TOTAL_SALES_2019,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Developer,Rating
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.37,0.21,0.12,0.01,0.03,7.2,,Obsidian Entertainment,T
Rage,PC,2011,Shooter,Bethesda Softworks,0.37,0.14,0.18,,0.05,7.8,,id Software,M
The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.37,0.15,0.16,,0.05,7.2,,Headstrong Games,M
Need for Speed: The Run,PC,2011,Racing,Electronic Arts,0.36,0.09,0.21,,0.07,,,EA Black Box,T
Tekken Hybrid,PS3,2011,Fighting,Namco,0.36,0.21,0.07,0.04,0.04,4,,Namco Bandai Games,T
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,0.36,0.12,0.15,,0.08,6.8,,Traveller's Tales,E10
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai,0.36,,,0.36,,,,Namco Bandai Games,
Kinectimals: Now with Bears!,X360,2011,Simulation,Microsoft Studios,0.36,0.27,0.06,,0.03,,,Frontier Developments,E
Harvest Moon: The Tale of Two Towns,3DS,2011,Simulation,Natsume,0.36,0.28,0,0.05,0.02,6.3,,Marvelous Interactive,E
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.35,0.11,0.18,,0.06,5.5,,High Moon Studios,T
One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai,0.35,,,0.35,,,,Ganbarion,
Tropico 4,X360,2011,Strategy,Kalypso,0.35,0.2,0.12,,0.03,,,Haemimont Games,T
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.35,0.15,0.14,,0.05,7.4,,Black Hole Games,T
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,EA Sports,0.35,0.2,0.12,,0.03,,,EA Tiburon,E
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai,0.35,0.09,0.07,0.15,0.04,,,CyberConnect2,T
SD Gundam G Generation World,PSP,2011,Strategy,Namco Bandai,0.34,,,0.34,,,,Tom Create,
WWE '12,Wii,2011,Fighting,THQ,0.34,0.23,0.09,,0.03,,,"Yuke's Co., Ltd.",T
WWE All Stars,X360,2011,Fighting,THQ,0.34,0.18,0.14,,0.03,7.7,,THQ,T
NBA 2K12,Wii,2011,Sports,2K Sports,0.34,0.29,0.03,,0.02,,,Visual Concepts,E
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.34,0.22,0.1,,0.03,7.9,,Ubisoft,T
Costume Quest,PC,2011,Role-Playing,Unknown,0.34,,,,,8,,Double Fine Productions,
DETOUR,PC,2011,Strategy,Unknown,0.34,,,,,,,Sandswept Studios,
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.34,0.11,0.18,,0.05,,,EA Redwood Shores,T
Solar 2,PC,2011,Misc,Unknown,0.34,,,,,8,,Murudai,
Lord of Arcana,PSP,2011,Role-Playing,Square Enix,0.34,0.08,0.05,0.17,0.04,4.7,,Square Enix,M
Bejeweled 3,DS,2011,Puzzle,PopCap Games,0.34,0.29,0.02,,0.03,,,PopCap Games,E
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.33,0.19,0.11,,0.03,4.8,,EA Bright Light,E10
Samurai Warriors 3Z,PS3,2011,Action,Tecmo Koei,0.33,,,0.33,,,,Omega Force,
Sengoku Musou 3 Z,PS3,2011,Action,Tecmo Koei,0.33,,,0.33,,,,Omega Force,
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.33,0.17,0.13,,0.03,6.3,,Big Fish Games,E
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.33,0.17,0.13,,0.03,,,EA Bright Light,E10
The King of Fighters XIII,X360,2011,Fighting,Atlus,0.33,0.23,0.07,0.01,0.03,,,SNK Playmore Corporation,T
We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0.33,,0.29,,0.04,,,Le Cortex,
Minute to win it,X360,2011,Misc,Zoo Games,0.33,0.3,,,0.03,,,Zoo Entertainment Inc.,
The Adventures of Tintin: The Game,Wii,2011,Adventure,Ubisoft,0.33,0.12,0.16,,0.04,,,Ubisoft,E10
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.33,0.11,0.17,,0.05,7,,Lionhead Studios,M
Fate/Extra,PSP,2011,Role-Playing,Aksys Games,0.33,0.19,0.01,0.1,0.03,,,imageepoch Inc.,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.33,0.14,0.14,,0.05,,,EA Bright Light,E10
Power Rangers Samurai,Wii,2011,Action,Namco Bandai,0.32,0.27,0.03,,0.03,,,Namco Bandai Games,E10
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.32,0.11,0.08,0.1,0.03,7.1,,Blue Castle Games,M
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.32,0.2,0.1,,0.03,,,Ubisoft,
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,0.32,0.14,0.04,0.11,0.04,7,,Atlus Co.,T
Wipeout 2,Wii,2011,Misc,Activision,0.32,0.3,,,0.02,,,Endemol,E10
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.32,0.06,0.14,0.07,0.05,6.8,,Codemasters,M
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.32,0.13,0.15,,0.04,8.9,,Visceral Games,M
Power Rangers Samurai,DS,2011,Action,Namco Bandai,0.32,0.26,0.04,,0.03,,,Namco Bandai Games,E10
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.32,0.15,0.12,,0.05,6.8,,High Impact Games,E10
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,2K Play,0.32,0.14,0.15,,0.03,,,Take-Two Interactive,E
Atom Zombie Smasher,PC,2011,Strategy,Unknown,0.32,,,,,7.2,,Blendo Games,
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.32,,0.25,,0.07,4.5,,HB Studios Multimedia,E
One Way Heroics,PC,2011,Role-Playing,Unknown,0.32,,,,,,,Smoking Wolf,
1001 Touch Games,DS,2011,Action,Unknown,0.31,0.11,0.17,,0.03,,,Avanquest Software,E
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.31,,,0.31,,,,From Software,
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.31,0.08,0.15,0.06,0.02,5.6,,Arika,E
Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.31,,0.28,,0.03,,,Strawdogs Studios Limited,
Catherine,X360,2011,Puzzle,Atlus,0.31,0.2,0.06,0.03,0.02,7.9,,Atlus,M
Might & Magic: Clash of Heroes,PC,2011,Role-Playing,Ubisoft,0.31,,,,,,8,Capybara Games,E10
Jonah Lomu Rugby Challenge,X360,2011,Sports,Mad Catz,0.31,0.09,0.19,,0.03,,,Sidhe Interactive,E
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.31,0.29,,,0.02,6,,Eutechnyx,E
The King of Fighters XIII,PS3,2011,Fighting,Atlus,0.3,0.17,0.07,0.04,0.03,7.8,,SNK Playmore Corporation,T
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.3,0.14,0.07,0.07,0.02,8,,Gameloft,T
PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.3,0.18,0.09,,0.03,4,,Ubisoft,E10
Kingdom Rush,PC,2011,Shooter,Ironhide Game Studio,0.3,,,,,,,Ironhide Game Studio,
Invizimals: Shadow Zone,PSP,2011,Strategy,Sony Computer Entertainment,0.3,0.05,0.16,,0.08,,,Novarama,E10
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.3,0.23,0.04,,0.03,,,Ubisoft,E
Squinkies,DS,2011,Misc,Activision,0.3,0.26,0.02,,0.02,,,"Human Soft, Inc.",E
Radiant Historia,DS,2011,Role-Playing,Atlus,0.3,0.19,,0.09,0.02,8.5,,Atlus Co.,E10
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.29,0.15,0.11,,0.03,,,Ubisoft,E10
ExerBeat,Wii,2011,Sports,Namco Bandai,0.29,0.1,0.16,,0.03,,,Tamsoft Corporation,E
Gears of War Triple Pack,X360,2011,Shooter,Microsoft Game Studios,0.29,0.27,,,0.02,,,Epic Games,M
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.29,0.12,0.12,,0.05,5.4,,Techland,M
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami,0.29,0.23,0.04,,0.02,,,Hijinx Studios,T
Hatsune Miku: Project Diva Extend,PSP,2011,Simulation,Sega,0.29,,,,,,,Sega,
LEGO Harry Potter: Years 5-7,PSP,2011,Action,Warner Bros. Interactive,0.29,0.11,0.12,,0.06,,,Traveller's Tales,E10
Learn with Pokemon: Typing Adventure,DS,2011,Misc,Nintendo,0.29,,,0.29,,,,Genius Sonority Inc.,
Junior Brain Trainer 2,DS,2011,Misc,GSP,0.28,0.04,0.21,,0.03,,,Sanuk Games,E
NBA 2K12,PSP,2011,Sports,2K Sports,0.28,0.22,0.03,,0.03,,,Visual Concepts,E
World of Tanks,PC,2011,Shooter,Wargaming.net,0.28,,0.23,,0.05,7.8,,Wargaming.net,T
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.28,0.13,0.11,,0.05,7,,Zindagi Games,E10
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.28,0.13,0.12,,0.03,6.5,,High Moon Studios,T
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.28,0.11,0.07,0.08,0.03,8,,Ignition Entertainment,T
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.28,0.1,0.14,0.01,0.03,7,,Codemasters,M
Half Dead,PC,2011,Action-Adventure,Unknown,0.28,,,,,,,Room710Games,
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai,0.28,,,0.28,,,,Alfa System,
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.28,0.24,0.02,,0.02,,,Activision,T
Patapon 3,PSP,2011,Platform,Sony Computer Entertainment,0.28,0.05,0.04,0.17,0.02,7.4,,Pyramid/JAPAN Studio,E
Rugby World Cup 2011,X360,2011,Sports,505 Games,0.28,0.03,0.21,,0.04,4.8,,HB Studios Multimedia,E
Wappy Dog,DS,2011,Simulation,Activision,0.28,0.26,0,,0.02,,,Activision,E
Need for Speed: The Run,Wii,2011,Racing,Electronic Arts,0.28,0.11,0.13,0.01,0.03,,,Firebrand Games,E10
Pinkalicious,DS,2011,Misc,GameMill,0.27,0.25,,,0.02,,,GameMill Entertainment,E
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.27,0.17,0.08,,0.02,7.6,,Blue Castle Games,M
Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.27,0.11,0.09,0.04,0.03,7.9,,Grasshopper Manufacture,M
NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.27,0.25,,,0.02,6,,Eutechnyx,E
Wipeout 2,X360,2011,Misc,Activision,0.27,0.25,,,0.02,,,Endemol,E10
Beyblade: Metal Masters,DS,2011,Action,Konami,0.27,0.14,0.1,,0.03,,,Hudson Soft,E
Wipeout 2,DS,2011,Misc,Activision,0.27,0.25,,,0.02,,,Endemol,E
Just Dance Kids 2,Wii,2011,Misc,Ubisoft,0.27,0.25,,,0.02,,,Ubisoft,E
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.27,0.14,0.1,,0.03,,,Ubisoft Vancouver,T
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.27,0.14,0.1,,0.03,5.2,,Techland,M
The Adventures of Tintin: The Game,PS3,2011,Adventure,Ubisoft,0.26,0.06,0.15,,0.05,,,Ubisoft,E10
Tropico 4,PC,2011,Strategy,Kalypso,0.26,0.1,0.13,,0.03,7.9,,Haemimont Games,T
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.26,,,,,6.8,,Blue Castle Games,M
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,KOEI,0.26,0.04,0.05,0.16,0.01,,,Omega Force,T
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0.26,,,0.26,,,,Capcom,
Inazuma Eleven Strikers,Wii,2011,Sports,Level 5,0.26,,0.01,0.25,0,,,Level 5,
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami,0.26,,,0.26,,,,PawaPuro Production,
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,0.26,0.19,0.05,,0.02,,,Infinity Ward,T
Ben 10 Triple Pack,DS,2011,Misc,D3 Publisher,0.26,0.12,0.12,,0.02,,,D3 Publisher,E10
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.26,0.11,0.1,0.03,0.02,,,AQ Interactive,E
Hunted: The Demon's Forge,PS3,2011,Role-Playing,Bethesda Softworks,0.25,0.12,0.09,0.02,0.03,6.1,,InXile Entertainment,M
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai,0.25,0.1,0.06,0.08,0.01,7,,Namco Bandai Games,T
"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,0.25,0.22,0.01,,0.02,,,THQ,E
Kung Fu Panda 2,X360,2011,Action,THQ,0.25,0.16,0.07,,0.02,,,THQ,E10
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.25,0.18,0.05,,0.02,5.8,,Beenox,T
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.25,0.1,0.13,,0.02,7.6,,Traveller's Tales,E10
Capsized,PC,2011,Platform,Unknown,0.25,,,,,7.9,,Alientrap Games Inc,
X-Men: Destiny,PS3,2011,Action,Activision,0.24,0.14,0.07,,0.03,5.1,,Silicon Knights,T
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami,0.24,,,0.24,,,,Konami,
Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.24,0.1,0.1,,0.04,,,Ubisoft,E
Virtua Tennis 4,X360,2011,Sports,Sega,0.24,0.12,0.09,0.01,0.02,6.5,,Sega-AM2,E
Pro Yakyuu Spirits 2011,PSP,2011,Sports,Konami,0.24,,,0.24,,,,PawaPuro Production,
Dreamcast Collection,X360,2011,Misc,Sega,0.24,0.16,0.06,,0.02,5.3,,Sega,T
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.24,0.16,0.06,,0.02,5.9,,Omega Force,T
Homefront,PC,2011,Shooter,THQ,0.24,0.11,0.1,,0.03,6.6,,Kaos Studios,M
Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.24,0.15,0.06,,0.04,,,Page 44 Studios,E
Hoard,PC,2011,Strategy,Big Sandwich Games,0.24,,,,,7.5,,Big Sandwich Games,E
The Adventures of Tintin: The Game,X360,2011,Adventure,Ubisoft,0.24,0.07,0.14,,0.03,5,,Ubisoft,E10
Nickelodeon Dance,Wii,2011,Sports,2K Play,0.24,0.21,0.01,,0.02,,,High Voltage Software,E
X-Men: Destiny,X360,2011,Action,Activision,0.24,0.18,0.04,,0.02,4.9,,Silicon Knights,T
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.24,,,,,,,Colossal Order,E
Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.24,0.17,0.03,,0.03,,,Activision,T
Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.24,0.16,0.05,,0.02,,,Page 44 Studios,E
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2011,Role-Playing,NIS America,0.24,0.08,0.01,0.13,0.01,7,,Gust,M
Loving Life with Hello Kitty & Friends,DS,2011,Misc,CokeM Interactive,0.24,0.13,0.08,,0.03,,,Rising Star Games,E
DC Universe Online,PC,2011,MMO,Sony Online Entertainment,0.23,0.16,0.06,,0.02,7,,WBIE,T
Wipeout 2,3DS,2011,Misc,Activision,0.23,0.22,,,0.02,,,Endemol,E
Angry Birds,PC,2011,Puzzle,Unknown,0.23,,0.19,,0.05,,,Rovio Mobile,E
Madden NFL 12,PSP,2011,Sports,EA Sports,0.23,0.21,,,0.02,,,EA Tiburon,E
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.23,0.13,0.06,,0.04,,,Magic Pixel Games,E
Puss in Boots,X360,2011,Misc,THQ,0.23,0.2,0.02,,0.02,,,THQ,E10
A grande bagunca espacial - The big space mess,PC,2011,Action,Unknown,0.23,,,,,,,RMAL,
WWE All Stars,3DS,2011,Action,THQ,0.23,0.15,0.06,,0.02,7,,THQ,T
Sherlock Holmes and the Mystery of Osborne House,DS,2011,Adventure,THQ,0.23,0.07,0.14,,0.03,,,Frogwares,E10
TrackMania: Build to Race,Wii,2011,Racing,City Interactive,0.23,0.09,0.11,,0.02,7,,Firebrand Games,E
Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.23,0.21,,,0.02,,,Firebrand Games,E
Rune Factory: Tides of Destiny,PS3,2011,Simulation,Natsume,0.23,0.14,,0.07,0.02,6.5,,Neverland Company,E10
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.23,0.13,0.07,,0.03,,,Beenox,T
Shinobi,3DS,2011,Platform,Sega,0.23,0.14,0.07,,0.02,7,,Griptonite Games,T
Kung Fu Panda 2,DS,2011,Action,THQ,0.22,0.16,0.05,,0.02,,,THQ,E
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai,0.22,,,0.22,,,,Bandai Namco Games,
NightSky,PC,2011,Puzzle,Unknown,0.22,,,,,7.8,,Nicalis,
Danball Senki Boost,PSP,2011,Action,Level 5,0.22,,,0.22,,,,Level 5,
DanceDanceRevolution II,Wii,2011,Misc,Konami,0.22,0.21,,,0.02,,,Konami,E10
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0.22,,,0.22,,,,Capcom,
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0.21,,,0.01,4.3,,Eutechnyx,E
Child of Eden,PS3,2011,Shooter,Ubisoft,0.22,0.09,0.1,,0.04,7.7,,Q Entertainment,E10
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami,0.22,0.14,0.06,,0.02,,,Blitz Games,T
The Legend of Heroes: Trails in the Sky FC,PSP,2011,Role-Playing,Xseed Games,0.22,0.1,0.03,0.06,0.03,,,Nihon Falcom Corporation,T
Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,Rondomedia,0.22,,,,,,,Daedalic Entertainment,
Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.22,0.16,0.04,,0.02,3,,Behaviour Interactive Inc.,E10
LEGO Harry Potter: Years 5-7,PC,2011,Action,Warner Bros. Interactive,0.22,0.05,0.15,,0.03,,,Traveller's Tales,E10
Puss in Boots,Wii,2011,Misc,THQ,0.22,0.19,0.02,,0.02,,,THQ,E10
Big League Sports,X360,2011,Sports,Activision,0.22,0.18,0.02,,0.02,,,Activision,E
Hunted: The Demon's Forge,X360,2011,Role-Playing,Bethesda Softworks,0.22,0.13,0.07,0,0.02,6,,InXile Entertainment,M
Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.22,0.1,0.09,,0.02,,,EA Bright Light,E10
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.22,0.1,0.08,,0.03,4.5,,THQ,E
Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0.21,,0.18,,0.03,,,Tubby Games,
Faerie Solitaire,PC,2011,Puzzle,Unknown,0.21,,,,,,,Subsoap,
The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0.2,,,0.02,,,Scholastic Media,E
Yoostar2,X360,2011,Misc,Unknown,0.21,0.11,0.09,,0.02,,,Blitz Game Studios,T
Frogger 3D,3DS,2011,Action,Konami,0.21,0.16,0.04,,0.02,7,,Alpha Unit,E
Pro Evolution Soccer 2012,Wii,2011,Sports,Konami,0.21,0.08,0.08,0.03,0.02,,,Konami,E
de Blob 2,PS3,2011,Platform,THQ,0.21,0.11,0.07,,0.03,7.5,,Blue Tongue,E
Blocks That Matter,PC,2011,Action,Unknown,0.21,,,,,,,Swing Swing Submarine,
You Don't Know Jack,Wii,2011,Misc,THQ,0.21,0.19,,,0.02,8,,"Jellyvision, Inc.",T
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami,0.21,0.1,0.03,0.07,0.01,,,Konami,E10
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.21,0.06,0.05,0.08,0.02,,,Tecmo Koei Games,E
You Don't Know Jack,X360,2011,Misc,THQ,0.21,0.19,,,0.02,7.7,,"Jellyvision, Inc.",T
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.21,0.18,,,0.03,,,PopCap,E10
AI: Rampage,PC,2011,Action,Unknown,0.21,,,,,,,Sekerin Productions,
The Lord of the Rings: War in the North,PC,2011,Role-Playing,Warner Bros. Interactive,0.21,0.07,0.11,,0.03,6.5,,Snowblind Studios,M
Jillian Michaels' Fitness Adventure,X360,2011,Misc,Majesco,0.2,0.17,0.02,,0.02,,,n-Space,E
Major League Baseball 2K11,PS3,2011,Sports,2K Sports,0.2,0.15,0.03,,0.02,,,Visual Concepts,E
Dwarfs!?,PC,2011,Strategy,Tripwire Interactive,0.2,,,,,,,Power of 2,
7th Dragon 2020,PSP,2011,Role-Playing,Sega,0.2,,,0.2,,,,imageepoch Inc.,
Body and Brain Connection,X360,2011,Misc,Namco Bandai,0.2,0.1,0.08,,0.02,6,,Namco Bandai Games,E
HardCube,PC,2011,Platform,Unknown,0.2,,,,,,,LEVER Software,
Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.2,0.14,0.04,,0.01,,,Activision,T
The Legend of Heroes: Ao no Kiseki,PSP,2011,Role-Playing,Falcom Corporation,0.2,,,0.2,,,,Nihon Falcom Corporation,
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3 Publisher,0.2,0.06,0.04,0.08,0.02,6.6,,Vicious Cycle,T
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0.2,,,,,,,Sega,
Rise of Nightmares,X360,2011,Action,Sega,0.2,,,,,5.5,,Sega,M
SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.2,,0.16,,0.04,,,SCEE London Studio,
Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.2,0.11,0.05,,0.03,,,THQ,E10
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.2,0.12,0.06,,0.02,,,THQ,E
Solatorobo: Red the Hunter,DS,2011,Role-Playing,Xseed Games,0.2,0.08,0.04,0.07,0.01,7.6,,CyberConnect2,E10
Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0.2,,0.17,,0.03,,,Ubisoft Paris,
Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0.2,,,0.2,,,,TBA,
Captain America: Super Soldier,PS3,2011,Action,Sega,0.2,0.1,0.07,,0.03,6.2,,Next Level Games,T
No More Heroes: Heroes' Paradise,PS3,2011,Action,Konami,0.2,0.1,0.04,0.04,0.02,7.4,,FeelPlus,M
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami,0.2,,,0.2,,,,PawaPuro Production,
Way of the Samurai 4,PS3,2011,Action,Acquire,0.2,,0.03,0.16,0.01,,,Acquire,
Nascar Unleashed,3DS,2011,Racing,Activision,0.19,0.18,,,0.02,,,Activision,E
Need for Speed: The Run,3DS,2011,Racing,Electronic Arts,0.19,0.09,0.09,,0.02,,,Firebrand Games,E10
Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Natsume,0.19,0.13,,0.06,0.01,,,Neverland Company,E10
Pac-Man & Galaga Dimensions,3DS,2011,Action,Namco Bandai,0.19,0.1,0.04,0.04,0.01,5.7,,Namco Bandai Games,E10
Steins;Gate,PSP,2011,Visual Novel,Kadokawa Shoten,0.19,,,0.19,,,,Nitro+,
Pet Zombies,3DS,2011,Simulation,Majesco,0.19,0.18,,,0.02,,,1st Playable Productions,T
Test Drive Unlimited 2,PC,2011,Racing,Atari,0.19,0.05,0.11,,0.03,6.7,,Eden Studios,T
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.19,0.13,0.05,,0.02,6.1,,WayForward Technologies,E
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.19,0.15,0.03,,0.02,,,THQ,E
I SPY castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0.17,,,0.02,,,Scholastic Media,E
WWE All Stars,Wii,2011,Fighting,THQ,0.19,0.1,0.07,,0.02,,,THQ,T
Stronghold 3,PC,2011,Strategy,SouthPeak Interactive,0.19,0.06,0.13,,,4.1,,FireFly Studios,T
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Sports,Level 5,0.19,,,0.19,,,,Level 5,
Heavy Fire: Afghanistan,PS3,2011,Shooter,Mastiff,0.19,0.17,,,0.03,,,Teyon Entertainment,T
Air Conflicts: Secret Wars,PS3,2011,Simulation,Kalypso,0.19,0.1,0.06,,0.03,,,Games Farm,T
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.19,0.11,0.05,,0.03,,,Activision,T
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.19,0.13,0.04,,0.02,,,Black Lantern Studios,E
Wishmaster,PC,2011,Visual Novel,Unknown,0.19,,,,,,,Unknown,
Reel Fishing Paradise 3D,3DS,2011,Sports,Natsume,0.19,0.12,,0.06,0.01,,,Natsume,E
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.19,0.06,0.1,,0.03,8.3,,Ubisoft Reflections,T
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0.17,,,0.01,,,Ubisoft,E10
Rango: The Video Game,PS3,2011,Action,Paramount Digital Entertainment,0.19,0.07,0.09,,0.03,,,Behaviour Studios,E10
The Ball,PC,2011,Shooter,Tripwire Interactive,0.19,,,,,6.3,,Teotl Studios,M
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.19,0.06,0.05,0.07,0.02,,,Tecmo Koei Canada,M
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3 Publisher,0.19,0.1,0.04,0.03,0.01,6.7,,Vicious Cycle,T
Hydrophobia: Prophecy,PC,2011,Action,Dark Energy Digital,0.19,,,,,5.5,,Dark Energy Digital,M
Nascar Unleashed,Wii,2011,Racing,Activision,0.19,0.17,,,0.02,,,Activision,E
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),PC,2011,Misc,Dejobaan Games,0.19,,,,,,,Dejobaan Games,
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.19,0.1,0.06,0.01,0.02,7.6,,Grasshopper Manufacture,M
Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.19,0.05,0.11,,0.03,8.6,,Slightly Mad Studios,E10
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.19,0.14,0.03,,0.01,,,Activision,T
Camping Mama: Outdoor Adventures,DS,2011,Simulation,Majesco,0.19,0.12,0.05,,0.02,,,Office Create,E
WWE All Stars,PSP,2011,Fighting,THQ,0.19,0.12,0.04,,0.03,,,THQ,T
F1 2011,PC,2011,Racing,Codemasters,0.18,,0.15,,0.04,8.1,,Codemasters Birmingham,E
